current_week_ending,visit_type,respiratory_category,demographic_group,percent
2024-12-21,Ed Visits,Influenza,Hispanic Or Latino,0.03
2024-12-21,Ed Visits,Influenza,Other Race/Ethnicity,0.03
2024-12-21,Ed Visits,Influenza,Unknown Race/Ethnicity,0.022
2024-12-21,Ed Visits,Influenza,White Non-Hispanic,0.024
2024-12-21,Ed Visits,Rsv,00_04,0.03777777777777778
2024-12-21,Ed Visits,Rsv,05_17,0.01
2024-12-21,Ed Visits,Rsv,All,0.01
2024-12-21,Ed Visits,Rsv,Asian Non-Hispanic,0.0125
2024-12-21,Ed Visits,Rsv,Black Non-Hispanic,0.01
2024-12-21,Ed Visits,Rsv,Hispanic Or Latino,0.012
2024-12-21,Ed Visits,Rsv,Other Race/Ethnicity,0.01
2024-12-21,Ed Visits,Rsv,Unknown Race/Ethnicity,0.01
2024-12-21,Ed Visits,Rsv,White Non-Hispanic,0.01
2024-12-21,Outpatient Visits,Ili,All,0.03333333333333333
2024-12-28,Admissions,Broad Acute Respiratory,00_04,0.16666666666666666
2024-12-28,Admissions,Broad Acute Respiratory,05_17,0.21833333333333335
2024-12-28,Admissions,Broad Acute Respiratory,18_44,0.11333333333333333
2024-12-28,Admissions,Broad Acute Respiratory,45_64,0.255
2024-12-28,Admissions,Broad Acute Respiratory,65+,0.305
2024-12-28,Admissions,Broad Acute Respiratory,All,0.22499999999999998
2024-12-28,Admissions,Broad Acute Respiratory,Asian Non-Hispanic,0.215
2024-12-28,Admissions,Broad Acute Respiratory,Black Non-Hispanic,0.245
2024-12-28,Admissions,Broad Acute Respiratory,Hispanic Or Latino,0.225
2024-12-28,Admissions,Broad Acute Respiratory,Other Race/Ethnicity,0.22166666666666668
2024-12-28,Admissions,Broad Acute Respiratory,Unknown Race/Ethnicity,0.17333333333333334
2024-12-28,Admissions,Broad Acute Respiratory,White Non-Hispanic,0.20666666666666667
2024-12-28,Admissions,Covid-19,00_04,0.016666666666666666
2024-12-28,Admissions,Covid-19,05_17,0.064
2024-12-28,Admissions,Covid-19,18_44,0.07250000000000001
2024-12-28,Admissions,Covid-19,45_64,0.10800000000000001
2024-12-28,Admissions,Covid-19,65+,0.136
2024-12-28,Admissions,Covid-19,All,0.096
2024-12-28,Admissions,Covid-19,Asian Non-Hispanic,0.096
2024-12-28,Admissions,Covid-19,Black Non-Hispanic,0.10800000000000001
2024-12-28,Admissions,Covid-19,Hispanic Or Latino,0.098
2024-12-28,Admissions,Covid-19,Other Race/Ethnicity,0.078
2024-12-28,Admissions,Covid-19,Unknown Race/Ethnicity,0.0875
2024-12-28,Admissions,Covid-19,White Non-Hispanic,0.08199999999999999
2024-12-28,Admissions,Ili,00_04,0.0175
2024-12-28,Admissions,Ili,05_17,0.0275
2024-12-28,Admissions,Ili,18_44,0.01
2024-12-28,Admissions,Ili,45_64,0.013333333333333334
2024-12-28,Admissions,Ili,65+,0.01
2024-12-28,Admissions,Ili,All,0.012
2024-12-28,Admissions,Ili,Asian Non-Hispanic,0.01
2024-12-28,Admissions,Ili,Black Non-Hispanic,0.016
2024-12-28,Admissions,Ili,Hispanic Or Latino,0.012
2024-12-28,Admissions,Ili,Other Race/Ethnicity,0.015
2024-12-28,Admissions,Ili,Unknown Race/Ethnicity,0.01
2024-12-28,Admissions,Ili,White Non-Hispanic,0.012
2024-12-28,Admissions,Influenza,00_04,0.016666666666666666
2024-12-28,Admissions,Influenza,05_17,0.0575
2024-12-28,Admissions,Influenza,18_44,0.02
2024-12-28,Admissions,Influenza,45_64,0.03
2024-12-28,Admissions,Influenza,65+,0.0325
2024-12-28,Admissions,Influenza,All,0.0275
2024-12-28,Admissions,Influenza,Asian Non-Hispanic,0.025
2024-12-28,Admissions,Influenza,Black Non-Hispanic,0.03
2024-12-28,Admissions,Influenza,Hispanic Or Latino,0.03
2024-12-28,Admissions,Influenza,Other Race/Ethnicity,0.022000000000000002
2024-12-28,Admissions,Influenza,Unknown Race/Ethnicity,0.015
2024-12-28,Admissions,Influenza,White Non-Hispanic,0.0225
2024-12-28,Admissions,Rsv,00_04,0.0725
2024-12-28,Admissions,Rsv,05_17,0.016666666666666666
2024-12-28,Admissions,Rsv,45_64,0.01
2024-12-28,Admissions,Rsv,65+,0.01
2024-12-28,Admissions,Rsv,All,0.013333333333333334
2024-12-28,Admissions,Rsv,Asian Non-Hispanic,0.016666666666666666
2024-12-28,Admissions,Rsv,Black Non-Hispanic,0.01
2024-12-28,Admissions,Rsv,Hispanic Or Latino,0.016666666666666666
2024-12-28,Admissions,Rsv,Other Race/Ethnicity,0.025
2024-12-28,Admissions,Rsv,Unknown Race/Ethnicity,0.013333333333333334
2024-12-28,Admissions,Rsv,White Non-Hispanic,0.013333333333333334
2024-12-28,Ed Visits,Broad Acute Respiratory,00_04,0.425
2024-12-28,Ed Visits,Broad Acute Respiratory,05_17,0.281
2024-12-28,Ed Visits,Broad Acute Respiratory,18_44,0.122
2024-12-28,Ed Visits,Broad Acute Respiratory,45_64,0.13
2024-12-28,Ed Visits,Broad Acute Respiratory,65+,0.16199999999999998
2024-12-28,Ed Visits,Broad Acute Respiratory,Age Unknown,0.23500000000000001
2024-12-28,Ed Visits,Broad Acute Respiratory,All,0.175
2024-12-28,Ed Visits,Broad Acute Respiratory,Asian Non-Hispanic,0.199
2024-12-28,Ed Visits,Broad Acute Respiratory,Black Non-Hispanic,0.173
2024-12-28,Ed Visits,Broad Acute Respiratory,Hispanic Or Latino,0.21200000000000002
2024-12-28,Ed Visits,Broad Acute Respiratory,Other Race/Ethnicity,0.189
2024-12-28,Ed Visits,Broad Acute Respiratory,Unknown Race/Ethnicity,0.142
2024-12-28,Ed Visits,Broad Acute Respiratory,White Non-Hispanic,0.151
2024-12-28,Ed Visits,Covid-19,00_04,0.05600000000000001
2024-12-28,Ed Visits,Covid-19,05_17,0.038
2024-12-28,Ed Visits,Covid-19,18_44,0.05
2024-12-28,Ed Visits,Covid-19,45_64,0.066
2024-12-28,Ed Visits,Covid-19,65+,0.092
2024-12-28,Ed Visits,Covid-19,All,0.062
2024-12-28,Ed Visits,Covid-19,Asian Non-Hispanic,0.08
2024-12-28,Ed Visits,Covid-19,Black Non-Hispanic,0.06
2024-12-28,Ed Visits,Covid-19,Hispanic Or Latino,0.066
2024-12-28,Ed Visits,Covid-19,Other Race/Ethnicity,0.062
2024-12-28,Ed Visits,Covid-19,Unknown Race/Ethnicity,0.052000000000000005
2024-12-28,Ed Visits,Covid-19,White Non-Hispanic,0.066
2024-12-28,Ed Visits,Ili,00_04,0.098
2024-12-28,Ed Visits,Ili,05_17,0.074
2024-12-28,Ed Visits,Ili,18_44,0.030000000000000006
2024-12-28,Ed Visits,Ili,45_64,0.022222222222222223
2024-12-28,Ed Visits,Ili,65+,0.016
2024-12-28,Ed Visits,Ili,All,0.034999999999999996
2024-12-28,Ed Visits,Ili,Asian Non-Hispanic,0.042222222222222223
2024-12-28,Ed Visits,Ili,Black Non-Hispanic,0.034999999999999996
2024-12-28,Ed Visits,Ili,Hispanic Or Latino,0.047
2024-12-28,Ed Visits,Ili,Other Race/Ethnicity,0.036
2024-12-28,Ed Visits,Ili,Unknown Race/Ethnicity,0.033
2024-12-28,Ed Visits,Ili,White Non-Hispanic,0.027000000000000003
2024-12-28,Ed Visits,Influenza,00_04,0.0575
2024-12-28,Ed Visits,Influenza,05_17,0.06375
2024-12-28,Ed Visits,Influenza,18_44,0.028333333333333335
2024-12-28,Ed Visits,Influenza,45_64,0.023333333333333334
2024-12-28,Ed Visits,Influenza,65+,0.025000000000000005
2024-12-28,Ed Visits,Influenza,All,0.03666666666666667
2024-12-28,Ed Visits,Influenza,Asian Non-Hispanic,0.0275
2024-12-28,Ed Visits,Influenza,Black Non-Hispanic,0.03333333333333333
2024-12-28,Ed Visits,Influenza,Hispanic Or Latino,0.042857142857142864
2024-12-28,Ed Visits,Influenza,Other Race/Ethnicity,0.03125
2024-12-28,Ed Visits,Influenza,Unknown Race/Ethnicity,0.03
2024-12-28,Ed Visits,Influenza,White Non-Hispanic,0.03
2024-12-28,Ed Visits,Rsv,00_04,0.03777777777777778
2024-12-28,Ed Visits,Rsv,05_17,0.01
2024-12-28,Ed Visits,Rsv,All,0.01
2024-12-28,Ed Visits,Rsv,Asian Non-Hispanic,0.01
2024-12-28,Ed Visits,Rsv,Black Non-Hispanic,0.01
2024-12-28,Ed Visits,Rsv,Hispanic Or Latino,0.011666666666666667
2024-12-28,Ed Visits,Rsv,Other Race/Ethnicity,0.014000000000000002
2024-12-28,Ed Visits,Rsv,Unknown Race/Ethnicity,0.01
2024-12-28,Ed Visits,Rsv,White Non-Hispanic,0.01
2024-12-28,Outpatient Visits,Ili,All,0.03777777777777778
2025-01-04,Admissions,Broad Acute Respiratory,00_04,0.135
2025-01-04,Admissions,Broad Acute Respiratory,05_17,0.16666666666666666
2025-01-04,Admissions,Broad Acute Respiratory,18_44,0.105
2025-01-04,Admissions,Broad Acute Respiratory,45_64,0.2416666666666667
2025-01-04,Admissions,Broad Acute Respiratory,65+,0.3016666666666667
2025-01-04,Admissions,Broad Acute Respiratory,Age Unknown,0.5825
2025-01-04,Admissions,Broad Acute Respiratory,All,0.215
2025-01-04,Admissions,Broad Acute Respiratory,Asian Non-Hispanic,0.18833333333333332
2025-01-04,Admissions,Broad Acute Respiratory,Black Non-Hispanic,0.22666666666666668
2025-01-04,Admissions,Broad Acute Respiratory,Hispanic Or Latino,0.22
2025-01-04,Admissions,Broad Acute Respiratory,Other Race/Ethnicity,0.19333333333333336
2025-01-04,Admissions,Broad Acute Respiratory,Unknown Race/Ethnicity,0.16166666666666668
2025-01-04,Admissions,Broad Acute Respiratory,White Non-Hispanic,0.20833333333333334
2025-01-04,Admissions,Covid-19,00_04,0.015
2025-01-04,Admissions,Covid-19,05_17,0.033999999999999996
2025-01-04,Admissions,Covid-19,18_44,0.05
2025-01-04,Admissions,Covid-19,45_64,0.1
2025-01-04,Admissions,Covid-19,65+,0.13
2025-01-04,Admissions,Covid-19,Age Unknown,0.25
2025-01-04,Admissions,Covid-19,All,0.09
2025-01-04,Admissions,Covid-19,Asian Non-Hispanic,0.076
2025-01-04,Admissions,Covid-19,Black Non-Hispanic,0.09
2025-01-04,Admissions,Covid-19,Hispanic Or Latino,0.10200000000000001
2025-01-04,Admissions,Covid-19,Other Race/Ethnicity,0.08
2025-01-04,Admissions,Covid-19,Unknown Race/Ethnicity,0.057999999999999996
2025-01-04,Admissions,Covid-19,White Non-Hispanic,0.088
2025-01-04,Admissions,Ili,00_04,0.02666666666666667
2025-01-04,Admissions,Ili,05_17,0.0125
2025-01-04,Admissions,Ili,18_44,0.0125
2025-01-04,Admissions,Ili,45_64,0.012
2025-01-04,Admissions,Ili,65+,0.016
2025-01-04,Admissions,Ili,All,0.014000000000000002
2025-01-04,Admissions,Ili,Asian Non-Hispanic,0.015000000000000001
2025-01-04,Admissions,Ili,Black Non-Hispanic,0.014000000000000002
2025-01-04,Admissions,Ili,Hispanic Or Latino,0.014000000000000002
2025-01-04,Admissions,Ili,Other Race/Ethnicity,0.01
2025-01-04,Admissions,Ili,Unknown Race/Ethnicity,0.014000000000000002
2025-01-04,Admissions,Ili,White Non-Hispanic,0.0125
2025-01-04,Admissions,Influenza,00_04,0.02
2025-01-04,Admissions,Influenza,05_17,0.0375
2025-01-04,Admissions,Influenza,18_44,0.023333333333333334
2025-01-04,Admissions,Influenza,45_64,0.03
2025-01-04,Admissions,Influenza,65+,0.035
2025-01-04,Admissions,Influenza,All,0.025
2025-01-04,Admissions,Influenza,Asian Non-Hispanic,0.02
2025-01-04,Admissions,Influenza,Black Non-Hispanic,0.03666666666666667
2025-01-04,Admissions,Influenza,Hispanic Or Latino,0.03
2025-01-04,Admissions,Influenza,Other Race/Ethnicity,0.0175
2025-01-04,Admissions,Influenza,Unknown Race/Ethnicity,0.02
2025-01-04,Admissions,Influenza,White Non-Hispanic,0.02
2025-01-04,Admissions,Rsv,00_04,0.05600000000000001
2025-01-04,Admissions,Rsv,05_17,0.01
2025-01-04,Admissions,Rsv,45_64,0.01
2025-01-04,Admissions,Rsv,65+,0.01
2025-01-04,Admissions,Rsv,All,0.013333333333333334
2025-01-04,Admissions,Rsv,Asian Non-Hispanic,0.0125
2025-01-04,Admissions,Rsv,Black Non-Hispanic,0.01
2025-01-04,Admissions,Rsv,Hispanic Or Latino,0.02
2025-01-04,Admissions,Rsv,Other Race/Ethnicity,0.03
2025-01-04,Admissions,Rsv,Unknown Race/Ethnicity,0.013333333333333334
2025-01-04,Admissions,Rsv,White Non-Hispanic,0.013333333333333334
2025-01-04,Ed Visits,Broad Acute Respiratory,00_04,0.417
2025-01-04,Ed Visits,Broad Acute Respiratory,05_17,0.22000000000000003
2025-01-04,Ed Visits,Broad Acute Respiratory,18_44,0.11699999999999999
2025-01-04,Ed Visits,Broad Acute Respiratory,45_64,0.131
2025-01-04,Ed Visits,Broad Acute Respiratory,65+,0.163
2025-01-04,Ed Visits,Broad Acute Respiratory,Age Unknown,0.33428571428571424
2025-01-04,Ed Visits,Broad Acute Respiratory,All,0.163
2025-01-04,Ed Visits,Broad Acute Respiratory,Asian Non-Hispanic,0.194
2025-01-04,Ed Visits,Broad Acute Respiratory,Black Non-Hispanic,0.159
2025-01-04,Ed Visits,Broad Acute Respiratory,Hispanic Or Latino,0.198
2025-01-04,Ed Visits,Broad Acute Respiratory,Other Race/Ethnicity,0.173
2025-01-04,Ed Visits,Broad Acute Respiratory,Unknown Race/Ethnicity,0.131
2025-01-04,Ed Visits,Broad Acute Respiratory,White Non-Hispanic,0.146
2025-01-04,Ed Visits,Covid-19,00_04,0.048
2025-01-04,Ed Visits,Covid-19,05_17,0.026000000000000002
2025-01-04,Ed Visits,Covid-19,18_44,0.039999999999999994
2025-01-04,Ed Visits,Covid-19,45_64,0.057999999999999996
2025-01-04,Ed Visits,Covid-19,65+,0.086
2025-01-04,Ed Visits,Covid-19,Age Unknown,0.33
2025-01-04,Ed Visits,Covid-19,All,0.054000000000000006
2025-01-04,Ed Visits,Covid-19,Asian Non-Hispanic,0.078
2025-01-04,Ed Visits,Covid-19,Black Non-Hispanic,0.05
2025-01-04,Ed Visits,Covid-19,Hispanic Or Latino,0.06
2025-01-04,Ed Visits,Covid-19,Other Race/Ethnicity,0.068
2025-01-04,Ed Visits,Covid-19,Unknown Race/Ethnicity,0.046000000000000006
2025-01-04,Ed Visits,Covid-19,White Non-Hispanic,0.064
2025-01-04,Ed Visits,Ili,00_04,0.098
2025-01-04,Ed Visits,Ili,05_17,0.053000000000000005
2025-01-04,Ed Visits,Ili,18_44,0.028000000000000004
2025-01-04,Ed Visits,Ili,45_64,0.022
2025-01-04,Ed Visits,Ili,65+,0.015555555555555557
2025-01-04,Ed Visits,Ili,All,0.032
2025-01-04,Ed Visits,Ili,Asian Non-Hispanic,0.032
2025-01-04,Ed Visits,Ili,Black Non-Hispanic,0.032
2025-01-04,Ed Visits,Ili,Hispanic Or Latino,0.041999999999999996
2025-01-04,Ed Visits,Ili,Other Race/Ethnicity,0.037
2025-01-04,Ed Visits,Ili,Unknown Race/Ethnicity,0.03222222222222223
2025-01-04,Ed Visits,Ili,White Non-Hispanic,0.024
2025-01-04,Ed Visits,Influenza,00_04,0.06285714285714286
2025-01-04,Ed Visits,Influenza,05_17,0.055
2025-01-04,Ed Visits,Influenza,18_44,0.02666666666666667
2025-01-04,Ed Visits,Influenza,45_64,0.021666666666666667
2025-01-04,Ed Visits,Influenza,65+,0.023333333333333334
2025-01-04,Ed Visits,Influenza,All,0.03333333333333333
2025-01-04,Ed Visits,Influenza,Asian Non-Hispanic,0.038571428571428576
2025-01-04,Ed Visits,Influenza,Black Non-Hispanic,0.028333333333333332
2025-01-04,Ed Visits,Influenza,Hispanic Or Latino,0.038571428571428576
2025-01-04,Ed Visits,Influenza,Other Race/Ethnicity,0.03833333333333333
2025-01-04,Ed Visits,Influenza,Unknown Race/Ethnicity,0.028333333333333335
2025-01-04,Ed Visits,Influenza,White Non-Hispanic,0.02666666666666667
2025-01-04,Ed Visits,Rsv,00_04,0.04111111111111111
2025-01-04,Ed Visits,Rsv,05_17,0.01
2025-01-04,Ed Visits,Rsv,65+,0.01
2025-01-04,Ed Visits,Rsv,All,0.01
2025-01-04,Ed Visits,Rsv,Asian Non-Hispanic,0.011666666666666667
2025-01-04,Ed Visits,Rsv,Black Non-Hispanic,0.01
2025-01-04,Ed Visits,Rsv,Hispanic Or Latino,0.012
2025-01-04,Ed Visits,Rsv,Other Race/Ethnicity,0.012
2025-01-04,Ed Visits,Rsv,Unknown Race/Ethnicity,0.012
2025-01-04,Ed Visits,Rsv,White Non-Hispanic,0.01
2025-01-04,Outpatient Visits,Ili,All,0.030000000000000002
2025-01-11,Admissions,Broad Acute Respiratory,00_04,0.12333333333333334
2025-01-11,Admissions,Broad Acute Respiratory,05_17,0.13333333333333333
2025-01-11,Admissions,Broad Acute Respiratory,18_44,0.09166666666666667
2025-01-11,Admissions,Broad Acute Respiratory,45_64,0.20666666666666667
2025-01-11,Admissions,Broad Acute Respiratory,65+,0.27166666666666667
2025-01-11,Admissions,Broad Acute Respiratory,All,0.19000000000000003
2025-01-11,Admissions,Broad Acute Respiratory,Asian Non-Hispanic,0.155
2025-01-11,Admissions,Broad Acute Respiratory,Black Non-Hispanic,0.205
2025-01-11,Admissions,Broad Acute Respiratory,Hispanic Or Latino,0.18499999999999997
2025-01-11,Admissions,Broad Acute Respiratory,Other Race/Ethnicity,0.17333333333333334
2025-01-11,Admissions,Broad Acute Respiratory,Unknown Race/Ethnicity,0.13833333333333334
2025-01-11,Admissions,Broad Acute Respiratory,White Non-Hispanic,0.17833333333333334
2025-01-11,Admissions,Covid-19,00_04,0.0125
2025-01-11,Admissions,Covid-19,05_17,0.03
2025-01-11,Admissions,Covid-19,18_44,0.036
2025-01-11,Admissions,Covid-19,45_64,0.076
2025-01-11,Admissions,Covid-19,65+,0.11199999999999999
2025-01-11,Admissions,Covid-19,All,0.074
2025-01-11,Admissions,Covid-19,Asian Non-Hispanic,0.068
2025-01-11,Admissions,Covid-19,Black Non-Hispanic,0.07
2025-01-11,Admissions,Covid-19,Hispanic Or Latino,0.078
2025-01-11,Admissions,Covid-19,Other Race/Ethnicity,0.074
2025-01-11,Admissions,Covid-19,Unknown Race/Ethnicity,0.048
2025-01-11,Admissions,Covid-19,White Non-Hispanic,0.078
2025-01-11,Admissions,Ili,00_04,0.025
2025-01-11,Admissions,Ili,05_17,0.013333333333333334
2025-01-11,Admissions,Ili,18_44,0.0125
2025-01-11,Admissions,Ili,45_64,0.01
2025-01-11,Admissions,Ili,65+,0.013333333333333334
2025-01-11,Admissions,Ili,All,0.0125
2025-01-11,Admissions,Ili,Asian Non-Hispanic,0.034999999999999996
2025-01-11,Admissions,Ili,Black Non-Hispanic,0.014000000000000002
2025-01-11,Admissions,Ili,Hispanic Or Latino,0.012
2025-01-11,Admissions,Ili,Other Race/Ethnicity,0.015
2025-01-11,Admissions,Ili,Unknown Race/Ethnicity,0.01
2025-01-11,Admissions,Ili,White Non-Hispanic,0.01
2025-01-11,Admissions,Influenza,00_04,0.03
2025-01-11,Admissions,Influenza,05_17,0.03333333333333333
2025-01-11,Admissions,Influenza,18_44,0.02
2025-01-11,Admissions,Influenza,45_64,0.03333333333333333
2025-01-11,Admissions,Influenza,65+,0.03
2025-01-11,Admissions,Influenza,All,0.02666666666666667
2025-01-11,Admissions,Influenza,Asian Non-Hispanic,0.045
2025-01-11,Admissions,Influenza,Black Non-Hispanic,0.0275
2025-01-11,Admissions,Influenza,Hispanic Or Latino,0.0275
2025-01-11,Admissions,Influenza,Other Race/Ethnicity,0.02666666666666667
2025-01-11,Admissions,Influenza,Unknown Race/Ethnicity,0.023333333333333334
2025-01-11,Admissions,Influenza,White Non-Hispanic,0.023333333333333334
2025-01-11,Admissions,Rsv,00_04,0.052000000000000005
2025-01-11,Admissions,Rsv,05_17,0.01
2025-01-11,Admissions,Rsv,45_64,0.01
2025-01-11,Admissions,Rsv,65+,0.01
2025-01-11,Admissions,Rsv,All,0.01
2025-01-11,Admissions,Rsv,Asian Non-Hispanic,0.01
2025-01-11,Admissions,Rsv,Black Non-Hispanic,0.01
2025-01-11,Admissions,Rsv,Hispanic Or Latino,0.02
2025-01-11,Admissions,Rsv,Other Race/Ethnicity,0.01
2025-01-11,Admissions,Rsv,Unknown Race/Ethnicity,0.01
2025-01-11,Admissions,Rsv,White Non-Hispanic,0.01
2025-01-11,Ed Visits,Broad Acute Respiratory,00_04,0.376
2025-01-11,Ed Visits,Broad Acute Respiratory,05_17,0.187
2025-01-11,Ed Visits,Broad Acute Respiratory,18_44,0.101
2025-01-11,Ed Visits,Broad Acute Respiratory,45_64,0.11300000000000002
2025-01-11,Ed Visits,Broad Acute Respiratory,65+,0.15
2025-01-11,Ed Visits,Broad Acute Respiratory,Age Unknown,0.04
2025-01-11,Ed Visits,Broad Acute Respiratory,All,0.142
2025-01-11,Ed Visits,Broad Acute Respiratory,Asian Non-Hispanic,0.152
2025-01-11,Ed Visits,Broad Acute Respiratory,Black Non-Hispanic,0.144
2025-01-11,Ed Visits,Broad Acute Respiratory,Hispanic Or Latino,0.164
2025-01-11,Ed Visits,Broad Acute Respiratory,Other Race/Ethnicity,0.151
2025-01-11,Ed Visits,Broad Acute Respiratory,Unknown Race/Ethnicity,0.10900000000000001
2025-01-11,Ed Visits,Broad Acute Respiratory,White Non-Hispanic,0.127
2025-01-11,Ed Visits,Covid-19,00_04,0.044
2025-01-11,Ed Visits,Covid-19,05_17,0.022
2025-01-11,Ed Visits,Covid-19,18_44,0.026000000000000002
2025-01-11,Ed Visits,Covid-19,45_64,0.042
2025-01-11,Ed Visits,Covid-19,65+,0.076
2025-01-11,Ed Visits,Covid-19,All,0.041999999999999996
2025-01-11,Ed Visits,Covid-19,Asian Non-Hispanic,0.07250000000000001
2025-01-11,Ed Visits,Covid-19,Black Non-Hispanic,0.038
2025-01-11,Ed Visits,Covid-19,Hispanic Or Latino,0.044
2025-01-11,Ed Visits,Covid-19,Other Race/Ethnicity,0.048
2025-01-11,Ed Visits,Covid-19,Unknown Race/Ethnicity,0.034
2025-01-11,Ed Visits,Covid-19,White Non-Hispanic,0.044
2025-01-11,Ed Visits,Ili,00_04,0.092
2025-01-11,Ed Visits,Ili,05_17,0.048
2025-01-11,Ed Visits,Ili,18_44,0.026000000000000002
2025-01-11,Ed Visits,Ili,45_64,0.02
2025-01-11,Ed Visits,Ili,65+,0.01666666666666667
2025-01-11,Ed Visits,Ili,All,0.03
2025-01-11,Ed Visits,Ili,Asian Non-Hispanic,0.033
2025-01-11,Ed Visits,Ili,Black Non-Hispanic,0.03
2025-01-11,Ed Visits,Ili,Hispanic Or Latino,0.04
2025-01-11,Ed Visits,Ili,Other Race/Ethnicity,0.029000000000000005
2025-01-11,Ed Visits,Ili,Unknown Race/Ethnicity,0.030000000000000002
2025-01-11,Ed Visits,Ili,White Non-Hispanic,0.022
2025-01-11,Ed Visits,Influenza,00_04,0.05375
2025-01-11,Ed Visits,Influenza,05_17,0.04428571428571428
2025-01-11,Ed Visits,Influenza,18_44,0.026000000000000002
2025-01-11,Ed Visits,Influenza,45_64,0.024
2025-01-11,Ed Visits,Influenza,65+,0.023333333333333334
2025-01-11,Ed Visits,Influenza,All,0.028333333333333332
2025-01-11,Ed Visits,Influenza,Asian Non-Hispanic,0.0275
2025-01-11,Ed Visits,Influenza,Black Non-Hispanic,0.03
2025-01-11,Ed Visits,Influenza,Hispanic Or Latino,0.03571428571428571
2025-01-11,Ed Visits,Influenza,Other Race/Ethnicity,0.0275
2025-01-11,Ed Visits,Influenza,Unknown Race/Ethnicity,0.024
2025-01-11,Ed Visits,Influenza,White Non-Hispanic,0.03
2025-01-11,Ed Visits,Rsv,00_04,0.031111111111111114
2025-01-11,Ed Visits,Rsv,65+,0.01
2025-01-11,Ed Visits,Rsv,All,0.01
2025-01-11,Ed Visits,Rsv,Asian Non-Hispanic,0.01
2025-01-11,Ed Visits,Rsv,Hispanic Or Latino,0.01
2025-01-11,Ed Visits,Rsv,Other Race/Ethnicity,0.01
2025-01-11,Ed Visits,Rsv,Unknown Race/Ethnicity,0.01
2025-01-11,Ed Visits,Rsv,White Non-Hispanic,0.01
2025-01-11,Outpatient Visits,Ili,All,0.02888888888888889
2025-01-18,Admissions,Broad Acute Respiratory,00_04,0.10666666666666667
2025-01-18,Admissions,Broad Acute Respiratory,05_17,0.17
2025-01-18,Admissions,Broad Acute Respiratory,18_44,0.08
2025-01-18,Admissions,Broad Acute Respiratory,45_64,0.19166666666666665
2025-01-18,Admissions,Broad Acute Respiratory,65+,0.24500000000000002
2025-01-18,Admissions,Broad Acute Respiratory,All,0.17333333333333334
2025-01-18,Admissions,Broad Acute Respiratory,Asian Non-Hispanic,0.15166666666666664
2025-01-18,Admissions,Broad Acute Respiratory,Black Non-Hispanic,0.18500000000000003
2025-01-18,Admissions,Broad Acute Respiratory,Hispanic Or Latino,0.165
2025-01-18,Admissions,Broad Acute Respiratory,Other Race/Ethnicity,0.19499999999999998
2025-01-18,Admissions,Broad Acute Respiratory,Unknown Race/Ethnicity,0.12666666666666668
2025-01-18,Admissions,Broad Acute Respiratory,White Non-Hispanic,0.16666666666666666
2025-01-18,Admissions,Covid-19,00_04,0.01
2025-01-18,Admissions,Covid-19,05_17,0.036000000000000004
2025-01-18,Admissions,Covid-19,18_44,0.028000000000000004
2025-01-18,Admissions,Covid-19,45_64,0.05
2025-01-18,Admissions,Covid-19,65+,0.08
2025-01-18,Admissions,Covid-19,All,0.048
2025-01-18,Admissions,Covid-19,Asian Non-Hispanic,0.064
2025-01-18,Admissions,Covid-19,Black Non-Hispanic,0.048
2025-01-18,Admissions,Covid-19,Hispanic Or Latino,0.06
2025-01-18,Admissions,Covid-19,Other Race/Ethnicity,0.08499999999999999
2025-01-18,Admissions,Covid-19,Unknown Race/Ethnicity,0.034
2025-01-18,Admissions,Covid-19,White Non-Hispanic,0.052000000000000005
2025-01-18,Admissions,Ili,00_04,0.02
2025-01-18,Admissions,Ili,05_17,0.02
2025-01-18,Admissions,Ili,18_44,0.015
2025-01-18,Admissions,Ili,45_64,0.016666666666666666
2025-01-18,Admissions,Ili,65+,0.013333333333333334
2025-01-18,Admissions,Ili,All,0.013333333333333334
2025-01-18,Admissions,Ili,Asian Non-Hispanic,0.01
2025-01-18,Admissions,Ili,Black Non-Hispanic,0.015
2025-01-18,Admissions,Ili,Hispanic Or Latino,0.014000000000000002
2025-01-18,Admissions,Ili,Other Race/Ethnicity,0.01
2025-01-18,Admissions,Ili,Unknown Race/Ethnicity,0.01
2025-01-18,Admissions,Ili,White Non-Hispanic,0.015
2025-01-18,Admissions,Influenza,00_04,0.03
2025-01-18,Admissions,Influenza,05_17,0.07333333333333333
2025-01-18,Admissions,Influenza,18_44,0.02
2025-01-18,Admissions,Influenza,45_64,0.03
2025-01-18,Admissions,Influenza,65+,0.03
2025-01-18,Admissions,Influenza,All,0.023333333333333334
2025-01-18,Admissions,Influenza,Asian Non-Hispanic,0.02
2025-01-18,Admissions,Influenza,Black Non-Hispanic,0.03
2025-01-18,Admissions,Influenza,Hispanic Or Latino,0.02666666666666667
2025-01-18,Admissions,Influenza,Other Race/Ethnicity,0.0275
2025-01-18,Admissions,Influenza,Unknown Race/Ethnicity,0.023333333333333334
2025-01-18,Admissions,Influenza,White Non-Hispanic,0.02
2025-01-18,Admissions,Rsv,00_04,0.043333333333333335
2025-01-18,Admissions,Rsv,05_17,0.01
2025-01-18,Admissions,Rsv,65+,0.01
2025-01-18,Admissions,Rsv,All,0.01
2025-01-18,Admissions,Rsv,Asian Non-Hispanic,0.01
